OTU	1at14w	1at10w	1at3w	1at5w	2at10w	2at14w	2at3w	2at5w	3at5w	3at10w	3at14w	3at3w	4at5w	4at10w	4at14w	4at3w	5at10w	5at14w	5at3w	5at5w	10at3w	10at14w	10at5w	11at10w	11at14w	11at3w	11at5w	12at3w	12at10w	12at14w	12at5w	13at5w	13at10w	13at14w	13at3w	14at10w	14at14w	14at3w	14at5w	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq1	2312	3143	4426	1358	3678	2109	4065	8412	5543	1195	2093	5304	1524	5060	18969	369	685	1473	355	593	6220	29978	1094	12435	22347	7246	19550	724	7809	9186	27225	2145	6043	31533	9151	3706	7135	18287	2437	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	animalis/murinus
seq5	3071	600	4024	281	1364	1807	3084	630	164	1682	2378	67	535	1141	1958	783	857	578	566	1605	5580	3855	8996	1130	233	8731	230	22	16784	8637	1106	1737	7240	5742	300	7866	12323	1954	4729	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq7	1882	595	1444	871	1708	1782	1491	779	1597	1494	591	95	1041	1092	2905	506	1771	801	223	1089	2411	4166	6593	4511	4216	6413	538	39	14694	5371	1087	526	2555	7150	176	3478	10298	1207	4095	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
seq2	1664	1694	3566	2499	1759	1577	1776	899	538	1197	691	3948	2676	2565	2184	2184	356	1384	81	1238	891	91	227	1884	3062	3031	4885	6902	0	3503	2637	2503	3383	1218	2792	4751	4914	3672	1994	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
seq3	157	795	3046	1723	1473	3746	1445	783	328	347	717	528	2883	6014	1183	2935	7163	2859	2433	2218	2486	0	1266	351	1203	3068	1824	3762	42	2397	2771	4998	2241	3597	1497	644	2496	722	2921	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	
seq4	3028	728	1338	653	2061	2097	1930	1194	565	2145	1955	487	1326	1990	6044	360	2147	861	17	2967	1528	6639	7454	3143	10875	5057	537	0	0	23	0	0	0	0	19	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	gasseri/taiwanensis
seq6	19126	2435	2957	1365	3714	2289	1150	1100	1379	1507	0	271	1306	1470	2106	0	1637	1953	147	19044	0	0	215	53	192	0	120	52	0	0	0	0	382	0	123	122	395	461	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-1]	
seq8	0	6886	4488	8482	4357	1801	1790	7355	1950	122	0	82	8642	1805	1118	5885	0	0	11	171	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	
seq13	908	174	3665	1481	498	1333	3397	1300	3023	749	700	2197	380	390	1600	503	360	452	443	663	50	63	0	63	368	264	196	441	0	1288	337	1394	2818	1135	1648	3195	3004	635	982	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq20	311	466	714	186	553	234	640	1335	824	139	299	812	209	799	2199	0	0	0	0	0	949	3296	168	2026	2361	1240	3210	109	1156	1026	3907	311	872	3508	1427	435	800	2821	364	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq11	2199	1264	1031	762	1057	1437	1107	443	603	1971	2507	4722	39	575	1386	433	1232	854	1775	2439	12	0	395	214	828	1369	521	1840	0	532	1051	0	381	169	1980	140	1163	271	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq9	1117	1063	136	0	267	398	108	81	298	3695	2552	1354	0	144	445	222	5111	4934	5566	1606	0	0	733	488	2531	1153	976	1904	0	0	0	0	0	0	487	0	0	103	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq15	2048	1202	964	613	1029	1311	1033	428	602	1931	2370	4592	0	510	1266	457	1174	882	1818	2125	0	44	381	232	754	1343	479	1858	0	568	924	0	329	190	1866	0	1123	247	29	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq19	330	416	2048	384	902	199	1493	600	1764	217	758	2686	1053	522	1020	705	499	1345	228	550	79	56	27	57	236	402	208	1457	0	1691	276	1186	1002	352	3021	794	784	5094	616	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq22	940	0	38	0	380	1537	0	0	0	0	0	0	0	236	893	0	1668	6951	15304	1256	458	0	112	261	1022	756	222	2313	0	0	0	0	0	0	237	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq16	186	0	401	256	0	0	81	78	142	0	89	228	128	86	112	104	179	252	123	428	0	0	139	1250	2900	242	8464	316	0	4441	4158	816	771	378	310	1481	2491	299	694	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
seq14	0	0	2634	968	0	0	1381	1049	2242	471	0	1615	1739	923	33	2577	401	908	1157	1107	0	0	0	0	0	0	0	0	0	0	0	2612	2874	1320	66	2270	1322	0	1815	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq17	170	724	1113	569	710	669	2847	703	1005	392	901	318	1429	668	932	2462	163	256	343	586	1332	0	0	41	42	391	36	1050	0	984	380	1804	878	141	1805	601	808	783	1017	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq18	0	2241	0	4789	2351	1273	0	3384	47	184	2545	18	4603	280	179	1619	0	6	0	192	0	0	0	0	0	0	0	0	0	0	32	1122	176	121	373	288	995	213	1487	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq30	0	1430	0	1485	1083	730	133	1880	1070	460	1935	310	2350	266	165	926	0	0	0	84	6329	0	0	0	0	30	197	2180	0	0	297	500	44	29	57	151	0	445	1412	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq12	386	171	552	331	303	472	370	264	319	341	162	1226	414	210	261	644	338	704	584	949	73	0	73	265	503	926	627	1315	0	490	3400	1843	1633	524	1604	940	945	749	898	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq24	2807	590	393	257	529	476	318	299	473	645	821	2939	99	283	919	93	1526	1410	1437	1893	20	133	217	266	878	273	874	987	0	1090	280	172	273	48	604	164	288	575	148	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq31	457	0	2296	856	309	851	2068	710	2141	299	396	1697	214	517	1057	348	0	213	284	397	0	0	78	0	278	196	0	257	0	725	222	721	1502	759	579	1667	1731	296	442	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq21	177	69	454	180	0	0	0	0	0	61	0	166	0	0	0	0	158	188	0	295	0	0	0	965	2341	179	6718	240	0	3280	3252	617	554	231	245	1037	1964	264	544	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	acidofaciens
seq39	26	257	1371	408	745	610	1229	671	1217	390	369	393	1769	366	1212	599	63	296	378	204	93	0	0	0	12	295	0	925	0	0	67	969	1040	569	1630	684	844	2194	514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq61	1287	0	0	0	0	0	0	0	0	0	1025	0	0	0	0	0	2551	24	0	920	0	5917	1660	3890	575	0	3593	0	23	7	0	0	197	0	0	224	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_[G-1]	
seq36	35	522	765	987	1157	109	319	396	2298	361	394	1934	174	499	653	589	293	796	1470	562	27	0	35	26	96	546	155	1033	0	60	320	501	505	148	1373	360	450	1582	276	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq29	102	440	171	829	1151	986	1626	820	888	105	1480	10	1369	58	420	957	1298	1492	1195	595	719	0	0	0	0	332	3	140	0	0	37	1944	47	163	50	53	141	61	1058	Bacteria	Proteobacteria					
seq45	597	0	0	0	220	911	0	0	0	0	0	0	0	0	521	0	971	4202	9486	737	280	0	0	0	594	433	0	1351	0	0	16	0	0	0	130	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq42	393	0	295	180	313	366	277	0	287	281	0	0	191	203	601	115	330	147	0	237	506	865	1210	900	916	1348	0	0	2607	1181	201	0	545	1475	0	745	2389	215	729	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
seq37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4063	0	4665	4822	0	0	0	290	1516	0	0	223	4237	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq23	0	839	0	0	1045	179	0	0	1219	1364	746	1807	219	1237	1561	119	583	662	1007	241	0	0	0	0	211	223	268	0	0	270	416	122	645	209	615	464	436	1536	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq41	333	283	219	82	169	404	136	283	365	215	496	1239	542	215	354	780	177	793	1361	854	286	0	17	70	75	1173	12	2253	0	0	207	893	487	126	1719	171	395	595	244	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
seq34	601	650	94	1148	423	653	0	222	475	666	623	364	350	658	357	155	834	575	781	1306	360	0	52	13	55	113	46	1365	0	33	326	798	1329	319	14	1242	543	0	410	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq35	919	532	401	265	871	231	364	167	288	679	163	1433	78	467	742	225	339	685	689	1243	0	0	31	70	172	388	257	2893	0	0	288	0	313	172	318	139	598	286	28	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-1]	
seq48	0	1672	986	1993	1054	413	446	1557	399	0	0	0	2091	384	206	1313	0	0	0	0	0	0	0	0	0	0	0	1250	0	0	767	544	332	61	0	280	395	0	450	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	[G-14]
seq27	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	13	0	0	0	0	243	4366	164	239	281	0	4471	0	0	5019	0	0	0	453	0	0	1193	0	0	Bacteria	Firmicutes					
seq38	2910	288	84	71	32	73	86	0	29	77	37	0	35	75	177	43	2529	1731	953	5221	0	0	0	283	1517	0	4	28	0	0	0	0	0	0	19	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp.
seq47	202	387	835	215	382	440	1930	333	359	192	386	267	284	184	436	552	242	425	473	300	1436	0	6	12	63	505	47	1144	0	0	62	725	711	353	481	394	738	283	504	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
seq56	0	0	21	1563	200	0	0	1776	593	0	0	150	175	0	0	2241	0	2283	2172	53	0	0	61	218	293	0	1825	0	0	280	878	700	0	0	40	0	0	0	256	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq40	362	254	391	383	608	414	860	583	1072	326	449	469	531	267	727	503	381	259	76	412	333	173	146	224	159	253	124	226	0	279	302	481	804	485	649	560	512	108	435	Bacteria	Firmicutes					
seq49	0	1659	0	758	1756	1622	0	993	579	156	93	0	701	394	208	1359	105	561	153	71	0	0	0	0	0	0	0	711	0	0	43	740	51	69	1721	91	65	0	640	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq44	110	828	541	697	921	632	479	651	414	483	809	36	1090	674	916	1386	235	335	34	388	762	0	0	0	0	73	0	10	0	0	31	854	438	43	0	237	707	0	458	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq92	2194	0	0	0	0	8	0	0	0	0	8320	174	0	0	0	0	0	0	0	0	0	678	0	1484	0	17	0	43	916	0	0	0	0	0	323	9	0	1069	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq52	232	381	267	225	576	442	348	151	634	604	516	1808	259	254	570	243	195	276	72	120	0	10	90	120	304	483	990	818	0	1246	236	110	288	72	747	379	406	649	60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq54	526	309	282	253	396	449	166	281	609	440	398	1699	0	155	645	236	769	850	1684	935	0	0	79	146	752	518	427	774	0	0	428	0	49	19	489	30	96	239	10	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq43	0	0	830	28	1234	0	500	411	586	0	0	0	0	0	0	0	0	0	0	54	1834	0	0	109	0	26	0	0	9	744	245	935	858	417	2666	555	329	799	933	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq53	0	1217	19	712	472	0	0	629	933	1211	0	1272	960	113	102	6	0	0	0	29	0	0	0	0	0	0	0	0	0	0	321	184	936	93	2376	404	289	41	1678	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq78	60	99	0	0	0	0	0	0	0	935	399	469	0	0	0	0	0	0	0	0	31	4888	1871	4525	262	0	324	0	0	66	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq32	587	300	416	163	151	239	183	76	234	176	197	337	33	309	275	145	164	612	237	680	68	24	28	285	448	314	1203	962	0	962	477	201	532	177	155	547	954	111	242	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
seq46	0	52	276	386	228	554	110	393	68	43	322	34	847	1049	186	1255	854	574	119	166	147	0	93	69	200	232	326	490	0	242	395	754	68	1751	57	12	47	50	398	Bacteria						
seq68	437	314	0	0	279	838	0	0	0	147	112	0	0	190	174	0	1495	3816	2396	563	281	0	0	24	37	423	30	579	0	0	0	0	0	0	38	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq58	39	291	396	134	280	559	2783	501	208	122	609	104	559	84	126	1669	418	326	214	34	1070	0	0	0	0	74	0	50	11	160	0	322	153	90	0	87	126	0	508	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq50	275	0	365	102	69	115	702	49	253	0	0	303	62	106	109	0	0	82	534	532	68	56	75	310	456	968	601	866	0	3271	191	108	208	0	193	245	171	420	143	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
seq89	0	0	0	0	0	0	0	0	0	568	266	420	0	0	0	0	0	0	0	0	0	4022	1731	4033	246	72	281	0	0	73	0	0	0	0	0	0	36	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq82	0	0	0	1734	1755	1545	0	2771	229	126	1559	430	0	0	0	0	0	0	0	33	0	0	0	0	0	27	0	0	0	0	0	243	19	117	826	19	69	0	113	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq62	0	182	527	368	341	143	3230	414	52	0	0	88	494	36	55	2428	143	145	147	55	587	0	0	0	0	0	37	210	0	0	0	485	71	90	172	73	118	296	406	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-6]	
seq55	31	462	339	529	551	887	270	836	436	96	296	35	532	114	89	1162	129	377	134	54	795	0	0	8	23	141	0	624	0	491	74	416	75	64	134	240	216	106	508	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq63	677	129	190	150	771	687	35	130	564	807	318	1191	40	278	743	51	253	839	841	218	0	0	74	126	306	215	294	773	0	0	0	0	0	0	267	0	0	91	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq26	261	207	43	69	400	363	0	501	650	259	647	0	0	0	0	0	0	0	0	82	456	0	18	102	116	499	0	1247	0	0	385	1018	181	21	590	503	313	865	1214	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq80	0	260	734	360	598	357	592	407	68	0	434	20	210	33	88	2175	331	192	586	70	826	0	0	0	0	103	0	275	0	0	60	975	64	113	181	60	45	209	100	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq60	164	159	76	72	73	219	94	44	303	65	74	192	324	264	343	135	29	284	198	145	32	0	68	135	260	666	177	564	0	132	260	397	1248	170	569	930	1021	408	167	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq115	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	9968	64	0	0	0	0	0	41	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq76	807	0	1083	0	336	444	769	0	585	715	436	1962	0	373	531	0	495	329	215	363	0	0	0	0	196	0	151	0	0	0	265	0	0	0	216	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq77	117	274	142	221	128	342	168	114	300	145	174	185	350	277	381	420	59	338	130	112	40	6	0	0	44	138	0	276	0	225	183	904	573	39	985	581	718	661	459	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	1739	894	0	0	0	0	747	0	0	0	5764	0	0	21	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq59	810	678	0	586	579	870	0	408	476	566	215	0	105	275	688	126	470	392	303	1446	0	0	0	0	29	34	0	0	0	0	0	0	207	132	0	0	194	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq51	106	126	85	164	112	216	410	253	79	26	106	145	165	0	36	347	91	113	637	48	223	107	383	207	246	130	924	209	406	1601	929	64	40	53	200	66	125	224	126	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq93	498	108	85	81	185	235	74	65	378	571	165	1847	67	98	490	75	153	385	1030	342	13	0	0	0	44	280	54	295	0	0	54	139	164	18	647	81	51	336	69	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	intestinale
seq85	0	373	0	311	863	581	0	451	410	88	716	0	748	156	187	660	30	144	0	46	0	0	0	0	0	0	0	340	0	0	0	510	218	0	299	280	0	202	1540	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq87	309	76	66	49	72	388	89	48	346	469	264	576	41	103	329	55	523	357	884	507	17	22	0	67	216	702	110	540	0	129	253	80	188	77	194	134	296	203	126	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq65	0	253	590	112	354	200	308	156	188	154	389	424	202	0	108	631	0	0	0	60	772	0	0	0	72	456	43	31	0	0	465	981	105	71	146	193	137	0	1273	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq83	299	82	259	93	179	288	215	75	272	105	73	151	735	155	846	90	72	108	253	138	69	0	0	0	0	42	0	0	0	237	0	369	595	0	643	680	509	754	361	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq64	198	83	31	28	153	87	47	0	72	239	168	804	0	93	153	9	22	36	46	133	0	0	565	383	590	83	1338	230	0	827	77	27	299	27	379	168	239	846	0	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseriaceae_[G-1]	
seq90	0	364	0	61	0	0	0	0	0	1174	721	402	0	0	0	0	1691	1521	1781	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq75	0	637	0	0	915	308	0	0	94	49	423	0	1519	0	38	1841	973	920	158	142	0	0	0	0	0	0	0	0	0	0	64	0	0	0	203	0	0	0	31	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq111	201	0	695	363	0	205	781	340	306	228	0	0	0	0	548	0	134	155	77	0	0	0	0	0	0	0	0	94	0	245	0	366	791	148	698	918	531	188	258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq91	176	69	176	116	140	138	299	67	0	195	0	1541	54	142	305	35	270	234	532	598	0	0	0	56	138	507	61	1171	0	0	141	0	189	0	194	48	139	242	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq88	0	551	255	378	324	561	123	399	532	182	421	79	260	139	173	281	230	310	204	28	212	0	0	0	0	165	0	642	0	0	29	395	71	29	155	148	168	25	454	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq69	27	150	83	64	65	94	121	7	146	149	88	26	124	254	71	92	134	262	29	255	0	0	81	280	819	1073	830	67	0	0	662	21	429	21	607	151	432	105	25	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	sp.
seq73	389	173	0	63	170	348	92	42	0	263	207	794	91	272	404	0	441	529	101	397	0	0	0	108	399	150	82	283	0	584	141	0	0	25	0	208	921	36	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-1]	
seq152	0	0	0	0	0	0	0	0	29	1189	4158	0	107	59	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	0	0	987	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	[G-14]
seq57	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	3312	0	0	0	0	42	0	0	0	0	589	906	0	91	52	98	182	127	1308	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-8]	
seq96	47	192	207	662	153	246	316	644	105	64	122	153	326	132	88	276	373	365	1379	45	259	0	0	0	0	46	0	358	0	0	0	68	54	0	150	65	0	0	247	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-3]	
seq157	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1028	0	741	27	0	0	0	3850	1354	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq94	156	199	172	114	233	259	219	84	256	208	181	460	174	103	211	177	137	122	137	488	0	0	0	0	0	0	0	381	0	142	162	445	307	138	414	129	323	126	171	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq79	79	579	45	287	458	594	18	299	311	109	369	0	554	107	89	84	172	179	123	43	325	0	0	0	0	79	10	168	0	0	187	234	83	44	271	81	189	169	282	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq67	0	0	0	0	0	0	0	0	0	0	0	0	0	105	116	653	0	0	13	62	2835	0	0	0	0	0	0	0	0	0	524	870	129	97	0	0	0	0	1101	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-8]	
seq122	178	249	155	108	316	326	175	0	237	214	223	448	0	156	446	0	125	149	206	190	0	0	0	37	160	350	0	796	0	0	0	0	107	0	675	156	0	302	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq103	0	26	212	27	37	18	1777	60	0	0	0	19	78	0	0	1413	17	0	146	0	249	0	0	0	0	18	43	779	120	736	349	55	21	0	20	27	0	41	143	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-6]	
seq95	0	539	685	1117	512	223	752	220	393	136	174	253	368	69	0	172	0	0	0	10	0	0	0	0	0	0	0	101	0	0	57	31	23	23	50	112	34	101	112	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq98	183	146	24	81	173	195	67	44	132	322	210	569	44	161	280	48	258	161	181	303	0	32	0	97	305	166	76	437	0	382	136	92	187	106	127	116	213	78	70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-1]	
seq124	0	685	617	948	454	414	852	668	161	0	45	0	921	38	38	24	0	0	0	23	0	0	0	0	0	0	0	0	0	0	74	38	0	30	0	0	32	0	43	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq127	0	167	888	526	252	281	898	197	0	0	0	17	294	142	92	1224	508	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq104	0	80	0	94	390	47	454	108	513	155	76	0	338	68	202	286	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	742	0	0	1132	70	0	238	883	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq99	0	453	65	225	316	195	140	128	293	161	184	0	317	112	84	622	195	402	565	53	196	0	0	0	17	26	27	122	0	0	115	176	54	0	150	109	114	0	152	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq118	229	91	102	61	142	228	73	40	292	194	117	321	101	121	230	65	164	222	360	226	0	0	0	0	48	161	38	400	0	120	54	240	245	75	311	92	164	300	130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	136	82	286	915	364	0	0	647	488	298	629	102	0	495	670	430	144	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
seq129	0	324	0	724	639	556	0	533	200	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	53	0	0	0	0	0	0	601	0	0	1424	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq126	6	1979	27	748	448	455	0	1357	119	0	0	0	0	246	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes					
seq137	195	0	238	0	0	0	254	0	207	0	158	1659	0	0	216	0	299	235	549	545	0	0	0	0	0	431	0	402	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq120	38	125	221	278	257	175	658	186	164	98	310	58	211	80	105	781	246	263	213	41	0	0	0	0	0	0	0	58	0	0	19	244	31	0	0	63	61	0	354	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq114	0	0	0	0	0	571	0	0	0	0	57	0	0	0	0	0	0	0	0	0	1903	0	0	0	0	141	44	2485	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq102	0	183	260	161	127	227	87	166	176	80	159	160	169	98	110	208	140	125	63	41	224	0	0	17	0	97	68	307	0	658	222	154	66	39	149	103	106	75	78	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-3]	
